CNN,PRIMARY_ST,CROSS_ST,Type,DIRECT,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,Month,Year,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM,VOLUME_PM,85_PERCENTILE,AVG_SPEED,AUTO_APPROACH_VOL_E_AM,AUTO_APPROACH_VOL_W_AM,AUTO_APPROACH_VOL_N_AM,AUTO_APPROACH_VOL_S_AM,AUTO_DEPART_VOL_E_AM,AUTO_DEPART_VOL_W_AM,AUTO_DEPART_VOL_N_AM,AUTP_DEPART_VOL_S_AM,BIKE_APPROACH_VOL_E_AM,BIKE_APPROACH_VOL_W_AM,BIKE_APPROACH_VOL_N_AM,BIKE_APPROACH_VOL_S_AM,BIKE_DEPART_VOL_E_AM,BIKE_DEPART_VOL_W_AM,BIKE_DEPART_VOL_N_AM,BIKE_DEPART_VOL_S_AM,PED_VOL_EAST_AM,PED_VOL_WEST_AM,PED_VOL_NORTH_AM,PED_VOL_SOUTH_AM,AUTO_APPROACH_VOL_E_PM,AUTO_APPROACH_VOL_W_PM,AUTO_APPROACH_VOL_N_PM,AUTO_APPROACH_VOL_S_PM,AUTO_DEPART_VOL_E_PM,AUTO_DEPART_VOL_W_PM,AUTO_DEPART_VOL_N_PM,AUTP_DEPART_VOL_S_PM,BIKE_APPROACH_VOL_E_PM,BIKE_APPROACH_VOL_W_PM,BIKE_APPROACH_VOL_N_PM,BIKE_APPROACH_VOL_S_PM,BIKE_DEPART_VOL_E_PM,BIKE_DEPART_VOL_W_PM,BIKE_DEPART_VOL_N_PM,BIKE_DEPART_VOL_S_PM,PED_VOL_EAST_PM,PED_VOL_WEST_PM,PED_VOL_NORTH_PM,PED_VOL_SOUTH_PM,AUTO_APPROACH_VOL_E_MID,AUTO_APPROACH_VOL_W_MID,AUTO_APPROACH_VOL_N_MID,AUTO_APPROACH_VOL_S_MID,AUTO_DEPART_VOL_E_MID,AUTO_DEPART_VOL_W_MID,AUTO_DEPART_VOL_N_MID,AUTP_DEPART_VOL_S_MID,BIKE_APPROACH_VOL_E_MID,BIKE_APPROACH_VOL_W_MID,BIKE_APPROACH_VOL_N_MID,BIKE_APPROACH_VOL_S_MID,BIKE_DEPART_VOL_E_MID,BIKE_DEPART_VOL_W_MID,BIKE_DEPART_VOL_N_MID,BIKE_DEPART_VOL_S_MID,PED_VOL_EAST_MID,PED_VOL_WEST_MID,PED_VOL_NORTH_MID,PED_VOL_SOUTH_MID,AUTO_APPROACH_VOL_E_WKD_AM,AUTO_APPROACH_VOL_W_WKD_AM,AUTO_APPROACH_VOL_N_WKD_AM,AUTO_APPROACH_VOL_S_WKD_AM,AUTO_DEPART_VOL_E_WKD_AM,AUTO_DEPART_VOL_W_WKD_AM,AUTO_DEPART_VOL_N_WKD_AM,AUTP_DEPART_VOL_S_WKD_AM,BIKE_APPROACH_VOL_E_WKD_AM,BIKE_APPROACH_VOL_W_WKD_AM,BIKE_APPROACH_VOL_N_WKD_AM,BIKE_APPROACH_VOL_S_WKD_AM,BIKE_DEPART_VOL_E_WKD_AM,BIKE_DEPART_VOL_W_WKD_AM,BIKE_DEPART_VOL_N_WKD_AM,BIKE_DEPART_VOL_S_WKD_AM,PED_VOL_EAST_WKD_AM,PED_VOL_WEST_WKD_AM,PED_VOL_NORTH_WKD_AM,PED_VOL_SOUTH_WKD_AM,AUTO_APPROACH_VOL_E_WKD_PM,AUTO_APPROACH_VOL_W_WKD_PM,AUTO_APPROACH_VOL_N_WKD_PM,AUTO_APPROACH_VOL_S_WKD_PM,AUTO_DEPART_VOL_E_WKD_PM,AUTO_DEPART_VOL_W_WKD_PM,AUTO_DEPART_VOL_N_WKD_PM,AUTP_DEPART_VOL_S_WKD_PM,BIKE_APPROACH_VOL_E_WKD_PM,BIKE_APPROACH_VOL_W_WKD_PM,BIKE_APPROACH_VOL_N_WKD_PM,BIKE_APPROACH_VOL_S_WKD_PM,BIKE_DEPART_VOL_E_WKD_PM,BIKE_DEPART_VOL_W_WKD_PM,BIKE_DEPART_VOL_N_WKD_PM,BIKE_DEPART_VOL_S_WKD_PM,PED_VOL_EAST_WKD_PM,PED_VOL_WEST_WKD_PM,PED_VOL_NORTH_WKD_PM,PED_VOL_SOUTH_WKD_PM,AUTO_APPROACH_VOL_E_PM_BALLGAME,AUTO_APPROACH_VOL_W_PM_BALLGAME,AUTO_APPROACH_VOL_N_PM_BALLGAME,AUTO_APPROACH_VOL_S_PM_BALLGAME,AUTO_DEPART_VOL_E_PM_BALLGAME,AUTO_DEPART_VOL_W_PM_BALLGAME,AUTO_DEPART_VOL_N_PM_BALLGAME,AUTP_DEPART_VOL_S_PM_BALLGAME
24353000,HOWARD ST,11TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,460,147,139,286,0,244,459,329,,,,,,,,,,,,,651,166,167,391,0,365,606,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30742000,MARKET ST,7TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,338,181,0,1430,227,487,1235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35006000,MARKET ST,OCTAVIA BLVD,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,313,1011,1264,1456,1048,318,1429,1249,,,,,,,,,,,,,657,795,1828,1658,786,707,1676,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30748000,MARKET ST,VAN NESS AVE,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,285,336,1368,1716,391,321,1719,1274,,,,,,,,,,,,,404,318,1487,1697,365,549,1636,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24922000,MARKET ST/GOLDEN GATE AVE,TAYLOR ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,259,1248,0,999,221,260,1091,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30753000,MARKET ST/HAIGHT,GOUGH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,287,1419,1195,68,1418,749,0,802,,,,,,,,,,,,,535,1248,1208,165,1385,1159,0,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30741000,MARKET ST/MCALLISTER ST,JONES ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,260,255,229,0,235,455,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30750000,MARKET ST/PAGE ST,FRANKLIN ST/12TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,299,1608,0,14,413,313,1116,79,,,,,,,,,,,,,634,1593,0,27,361,706,1167,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24421000,MISSION ST,11TH ST ,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,379,369,253,446,504,520,281,142,,,,,,,,,,,,,654,248,317,550,406,978,223,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24293000,MISSION ST,6TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,691,842,934,926,725,580,999,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24315000,MISSION ST,7TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,582,662,0,1723,842,650,1475,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24388000,MISSION ST/OTIS ST,SOUTH VAN NESS AVE/12TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,526,1738,1321,959,395,592,2217,1340,,,,,,,,,,,,,928,1352,1450,859,316,1026,1814,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24390000,OTIS ST/MCCOPPIN ST,GOUGH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,1248,108,749,0,0,2006,99,0,,,,,,,,,,,,,780,105,645,0,0,1383,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25909000,PAGE ST,OCTAVIA BLVD,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,QUALITY COUNTS,,,,,,241,327,1151,1487,35,27,1475,1669,2,305,15,26,305,2,28,13,41,40,115,36,237,303,1306,1719,74,76,1722,1693,60,18,32,34,18,45,45,36,60,42,32,34,151,316,1164,1431,67,70,1426,1499,8,28,4,17,26,3,22,6,66,17,49,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24295000,STEVENSON ST,6TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,934,1005,27,0,999,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24319000,STEVENSON ST,7TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,CHS CONSULTING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,0,1475,46,20,1430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23821000,TOWNSEND ST,4TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,FEHR & PEERS,,,,,,,,,,,,,,,,,,,,,,,,,,562,483,629,167,570,411,0,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23823000,TOWNSEND ST,5TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,FEHR & PEERS,,,,,,,,,,,,,,,,,,,,,,,,,,367,451,336,0,416,435,303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23854000,TOWNSEND ST,7TH ST,INTERSECTION,,3,2/3/2015,TUESDAY,3,2,2015,,FEHR & PEERS,,,,,,,,,,,,,,,,,,,,,,,,,,524,545,268,853,568,314,1002,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25916000,FELL ST,GOUGH ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,BAY METRICS,,,,,,256,0,2094,0,437,540,0,1373,,,,,,,,,223,0,185,100,257,0,1991,0,189,732,0,1327,,,,,,,,,348,0,275,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25913000,FELL ST,LAGUNA ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,BAY METRICS,,,,,,1546,0,234,234,0,1533,278,203,,,,,,,,,19,34,41,46,2149,0,279,259,0,2132,285,270,,,,,,,,,14,56,53,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24326000,GOLDEN GATE AVE,JONES ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,0,501,769,0,1013,0,0,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25918000,HAYES ST,GOUGH ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,BAY METRICS,,,,,,546,190,1890,0,68,322,0,2236,,,,,,,,,100,73,64,115,733,173,1661,0,82,406,0,2079,,,,,,,,,365,130,293,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25932000,HAYES ST,LAGUNA ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,BAY METRICS,,,,,,251,232,265,295,249,226,333,235,,,,,,,,,55,37,81,117,352,119,310,296,150,270,378,279,,,,,,,,,120,63,123,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30739000,MARKET ST,CYRIL MAGNIN ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,341,171,577,662,255,305,580,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24898000,MARKET ST,MASON ST/TURK ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,288,224,307,0,297,300,222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24922000,MARKET ST/GOLDEN GATE AVE,6TH ST/TAYLOR ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,259,1248,0,999,221,260,1091,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24634000,MISSION ST,5TH ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,718,813,635,683,841,661,630,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24293000,MISSION ST,6TH ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,691,842,934,926,725,580,999,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25906000,OAK ST,GOUGH ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,BAY METRICS,,,,,,0,1172,1297,0,983,0,0,1486,,,,,,,,,162,58,91,89,0,1050,1332,0,858,0,0,1524,,,,,,,,,208,98,64,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24923000,TURK ST,JONES ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,491,0,737,0,0,585,0,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24924000,TURK ST,TAYLOR ST,INTERSECTION,,5,2/5/2015,THURSDAY,5,2,2015,,STANTEC CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,0,1011,0,480,759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24262000,7TH ST,FOLSOM ST,INTERSECTION,,4,2/11/2015,WEDNESDAY,11,2,2015,,BAY METRICS,,,,,,1758,0,0,1201,0,1643,1316,0,38,0,0,252,0,44,246,0,146,131,399,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23929000,7TH ST,HARRISON ST,INTERSECTION,,4,2/11/2015,WEDNESDAY,11,2,2015,,BAY METRICS,,,,,,1599,0,1217,0,0,1740,0,572,65,1,5,0,0,66,5,5,21,95,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24265000,7TH ST,HOWARD ST,INTERSECTION,,4,2/11/2015,WEDNESDAY,11,2,2015,,BAY METRICS,,,,,,1531,0,647,0,0,1489,0,689,40,0,25,0,0,41,0,24,128,279,333,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30742000,7TH ST,MARKET ST,INTERSECTION,,4,2/11/2015,WEDNESDAY,11,2,2015,,BAY METRICS,,,,,,1274,2,238,100,0,1130,144,340,28,0,34,611,0,11,624,38,235,167,120,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24315000,7TH ST,MISSION ST,INTERSECTION,,4,2/11/2015,WEDNESDAY,11,2,2015,,BAY METRICS,,,,,,1434,0,317,672,0,1271,798,354,54,0,4,26,0,52,29,3,247,341,363,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24223000,15TH ST,HARRISON ST,INTERSECTION,,4,2/12/2015,WEDNESDAY,12,2,2015,,BAY METRICS,,,,,,17,46,493,319,25,146,268,436,0,3,23,77,12,8,61,22,22,39,30,19,38,37,801,331,12,257,284,654,5,5,180,43,1,34,38,160,53,90,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24055000,16TH ST,HARRISON ST/TREAT AVE,INTERSECTION,,5,2/12/2015,THURSDAY,12,2,2015,,BAY METRICS,,,,,,493,584,408,323,671,458,336,343,7,20,47,156,23,4,159,44,77,38,148,183,359,286,448,340,324,345,308,456,116,15,90,51,14,121,45,92,71,27,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24053000,17TH ST,TREAT AVE,INTERSECTION,,4,2/12/2015,WEDNESDAY,12,2,2015,,BAY METRICS,,,,,,222,301,83,0,289,264,1,52,33,107,0,1,106,29,4,2,3,14,28,65,342,273,177,0,279,454,0,59,118,26,30,2,25,141,0,10,8,53,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24201000,8TH ST,HARRISON ST,INTERSECTION,,5,2/12/2015,THURSDAY,12,2,2015,,BAY METRICS,,,,,,,,,,,,,,0,116,28,0,107,0,0,37,57,99,67,270,0,1418,1091,0,1366,0,0,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21765000,SILVER AVE,MISSION ST,INTERSECTION,,5,2/12/2015,THURSDAY,12,2,2015,,BAY METRICS,,,,,,464,289,371,870,314,374,976,312,0,0,0,0,0,0,0,0,446,192,177,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35006000,MARKET ST,OCTAVIA BLVD,INTERSECTION,,3,2/24/2015,TUESDAY,24,2,2015,,QUALITY COUNTS,,,,,,250,894,1510,980,808,264,1064,1498,24,309,38,0,311,24,36,0,28,82,172,220,647,779,1878,1665,750,720,1696,1803,335,61,15,45,58,335,45,18,39,84,236,286,386,628,1738,1543,429,563,1475,1828,46,55,8,13,54,46,15,7,28,59,141,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24903000,POWELL ST,GEARY BLVD,INTERSECTION,,5,3/12/2015,THURSDAY,12,3,2015,ARTERIAL,BAYMETRICS,,,,,,355,0,251,124,0,476,144,110,10,0,11,10,0,10,10,11,547,988,603,203,630,0,312,230,0,716,257,199,45,0,19,10,2,44,10,18,1303,1449,940,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24918000,POWELL ST,POST ST,INTERSECTION,,5,3/12/2015,THURSDAY,12,3,2015,ARTERIAL,BAYMETRICS,,,,,,0,890,199,152,821,0,172,248,0,68,8,6,67,0,5,10,645,817,346,453,0,651,252,271,612,0,257,305,0,10,12,16,13,0,14,11,1096,1022,596,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24909000,POWELL ST,SUTTER ST,INTERSECTION,,5,3/12/2015,THURSDAY,12,3,2015,ARTERIAL,BAYMETRICS,,,,,,671,0,192,156,0,589,215,215,14,0,4,3,2,14,0,5,380,417,325,453,1208,0,284,273,0,1223,277,265,53,0,1,0,0,53,0,1,683,900,510,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24904000,POWELL ST,O'FARRELL ST,INTERSECTION,,5,3/12/2015,THURSDAY,12,3,2015,ARTERIAL,BAYMETRICS,,,,,,0,692,99,47,585,0,135,118,0,35,6,8,32,0,12,5,559,1164,300,352,0,723,164,91,591,0,215,172,0,12,19,3,8,0,6,20,1575,1605,872,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26846000,CALIFORNIA ST,PRESIDIO AVE,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,553,603,396,441,501,739,284,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26475000,FULTON ST,STANYAN ST,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,443,953,471,350,443,943,384,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27245000,GEARY BLVD,3RD AVE,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,1558,1215,99,84,1268,1487,68,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26932000,GEARY BLVD,BEAUMONT AVE,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,1759,1234,42,8,1198,1691,63,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27483000,GEARY BLVD,PARK PRESIDIO BLVD,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,1146,869,1930,1882,980,1069,1858,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26587000,GEARY BLVD,WEBSTER ST PEDESTRIAN OVECROSSING,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82,75,0,0,75,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26829000,GEARY BLVD (SURFACE),LYON ST,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,394,246,14,14,229,365,43,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32825000,GEARY BLVD (TUNNEL),LYON ST,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,1489,901,0,0,901,1489,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26481000,TURK ST,PARKER AVE,INTERSECTION,,3,3/31/2015,TUESDAY,31,3,2015,,MARKS TRAFFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,886,334,250,212,299,882,210,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001000,20TH ST,POTRERO AVE,INTERSECTION,,4,4/1/2015,WEDNESDAY,1,4,2015,,FEHR & PEERS,,,,,,0,148,684,1140,0,91,1126,755,,,,,,,,,,,,,0,199,1193,739,0,148,811,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
